"","Strain_ID","name","value"
"133","Bacillus_SCH24","Microbacterium_BM4","0"
"134","Bacillus_SCH24","Luteibacter_BM7","1inc"
"135","Bacillus_SCH24","Ensifer_sp","1 (LD)"
"136","Paenibacillus_E12","Dyadobacter_BM9","1 (LD)"
"137","Paenibacillus_E12","Chryseobacterium_SCH11","2 (LD)"
"138","Paenibacillus_E12","Pseudomonas_putida_KT2442","0"
"139","Paenibacillus_E12","Burkholderia_RCH25","2 (LD)"
"140","Paenibacillus_E12","Variovax_RPC5","0"
"141","Paenibacillus_E12","Methylobacterium_RPE3","0"
"142","Paenibacillus_E12","Streptomyces_RCH20P","3"
"143","Paenibacillus_E12","Exiguobacterium_RDH25","0"
"144","Paenibacillus_E12","Bacillus_SCH24","1 (LD)"
"145","Paenibacillus_E12","Paenibacillus_E12","0"
"146","Paenibacillus_E12","Sphingobium_Z2","0"
"147","Paenibacillus_E12","Cellulosimicrobium_BM1","0"
"148","Paenibacillus_E12","Microbacterium_BM4","0"
"149","Paenibacillus_E12","Luteibacter_BM7","1inc"
"150","Paenibacillus_E12","Ensifer_sp","0"
"151","Sphingobium_Z2","Dyadobacter_BM9","6"
"152","Sphingobium_Z2","Chryseobacterium_SCH11","0"
"153","Sphingobium_Z2","Pseudomonas_putida_KT2442","5"
"154","Sphingobium_Z2","Burkholderia_RCH25","7"
"155","Sphingobium_Z2","Variovax_RPC5","2 (LD)"
"156","Sphingobium_Z2","Methylobacterium_RPE3","0"
"157","Sphingobium_Z2","Streptomyces_RCH20P","2 (LD)"
"158","Sphingobium_Z2","Exiguobacterium_RDH25","0"
"159","Sphingobium_Z2","Bacillus_SCH24","2 (LD)"
"160","Sphingobium_Z2","Paenibacillus_E12","2"
"161","Sphingobium_Z2","Sphingobium_Z2","0"
"162","Sphingobium_Z2","Cellulosimicrobium_BM1","0"
"163","Sphingobium_Z2","Microbacterium_BM4","0"
"164","Sphingobium_Z2","Luteibacter_BM7","0"
"165","Sphingobium_Z2","Ensifer_sp","0"
"166","Cellulosimicrobium_BM1","Dyadobacter_BM9","2"
"167","Cellulosimicrobium_BM1","Chryseobacterium_SCH11","1"
"168","Cellulosimicrobium_BM1","Pseudomonas_putida_KT2442","2inc"
"169","Cellulosimicrobium_BM1","Burkholderia_RCH25","5"
"170","Cellulosimicrobium_BM1","Variovax_RPC5","1inc"
"171","Cellulosimicrobium_BM1","Methylobacterium_RPE3","0"
"172","Cellulosimicrobium_BM1","Streptomyces_RCH20P","3 (LD)"
"173","Cellulosimicrobium_BM1","Exiguobacterium_RDH25","0"
"174","Cellulosimicrobium_BM1","Bacillus_SCH24","3 (LD)"
"175","Cellulosimicrobium_BM1","Paenibacillus_E12","1"
"176","Cellulosimicrobium_BM1","Sphingobium_Z2","0"
"177","Cellulosimicrobium_BM1","Cellulosimicrobium_BM1","0"
"178","Cellulosimicrobium_BM1","Microbacterium_BM4","0"
"179","Cellulosimicrobium_BM1","Luteibacter_BM7","0"
"180","Cellulosimicrobium_BM1","Ensifer_sp","0"
"181","Microbacterium_BM4","Dyadobacter_BM9","1, 3spread"
"182","Microbacterium_BM4","Chryseobacterium_SCH11","0"
"183","Microbacterium_BM4","Pseudomonas_putida_KT2442","2 (LD)"
"184","Microbacterium_BM4","Burkholderia_RCH25","0"
"185","Microbacterium_BM4","Variovax_RPC5","0"
"186","Microbacterium_BM4","Methylobacterium_RPE3","0"
"187","Microbacterium_BM4","Streptomyces_RCH20P","1"
"188","Microbacterium_BM4","Exiguobacterium_RDH25","0"
"189","Microbacterium_BM4","Bacillus_SCH24","0"
"190","Microbacterium_BM4","Paenibacillus_E12","0"
"191","Microbacterium_BM4","Sphingobium_Z2","0"
"192","Microbacterium_BM4","Cellulosimicrobium_BM1","0"
"193","Microbacterium_BM4","Microbacterium_BM4","0"
"194","Microbacterium_BM4","Luteibacter_BM7","0"
"195","Microbacterium_BM4","Ensifer_sp","0"
"196","Luteibacter_BM7","Dyadobacter_BM9","3"
"197","Luteibacter_BM7","Chryseobacterium_SCH11","0"
"198","Luteibacter_BM7","Pseudomonas_putida_KT2442","5"
"199","Luteibacter_BM7","Burkholderia_RCH25","5"
"200","Luteibacter_BM7","Variovax_RPC5","2 (LD)"
"201","Luteibacter_BM7","Methylobacterium_RPE3","0"
"202","Luteibacter_BM7","Streptomyces_RCH20P","0"
"203","Luteibacter_BM7","Exiguobacterium_RDH25","0"
"204","Luteibacter_BM7","Bacillus_SCH24","1"
"205","Luteibacter_BM7","Paenibacillus_E12","2"
"206","Luteibacter_BM7","Sphingobium_Z2","0"
"207","Luteibacter_BM7","Cellulosimicrobium_BM1","0"
"208","Luteibacter_BM7","Microbacterium_BM4","0"
"209","Luteibacter_BM7","Luteibacter_BM7","0"
"210","Luteibacter_BM7","Ensifer_sp","0"
"211","Ensifer_sp","Dyadobacter_BM9","0"
"212","Ensifer_sp","Chryseobacterium_SCH11","0"
"213","Ensifer_sp","Pseudomonas_putida_KT2442","3"
"214","Ensifer_sp","Burkholderia_RCH25","6"
"215","Ensifer_sp","Variovax_RPC5","0"
"216","Ensifer_sp","Methylobacterium_RPE3","0"
"217","Ensifer_sp","Streptomyces_RCH20P","0"
"218","Ensifer_sp","Exiguobacterium_RDH25","0"
"219","Ensifer_sp","Bacillus_SCH24","0"
"220","Ensifer_sp","Paenibacillus_E12","0"
"221","Ensifer_sp","Sphingobium_Z2","0"
"222","Ensifer_sp","Cellulosimicrobium_BM1","0"
"223","Ensifer_sp","Microbacterium_BM4","0"
"224","Ensifer_sp","Luteibacter_BM7","0"
"225","Ensifer_sp","Ensifer_sp","0"
