"","Strain_ID","name","value"
"75","Ensifer_sp","Chryseobacterium_SCH11","1spread, 1 (LD)"
"76","Methylobacterium_RPE3","Pseudomonas_putida_KT2442","2spread, 1 (LD)"
"77","Methylobacterium_RPE3","Luteibacter_BM7","1inc"
"78","Methylobacterium_RPE3","Variovax_RPC5","0"
"79","Methylobacterium_RPE3","Burkholderia_RCH25","1spread, 4"
"80","Methylobacterium_RPE3","Ensifer_sp","2spread"
"81","Methylobacterium_RPE3","Methylobacterium_RPE3","0"
"82","Methylobacterium_RPE3","Sphingobium_Z2","1spread"
"83","Methylobacterium_RPE3","Exiguobacterium_RDH25","0"
"84","Methylobacterium_RPE3","Bacillus_SCH24","3 (LD), 5spread"
"85","Methylobacterium_RPE3","Paenibacillus_E12","1"
"86","Methylobacterium_RPE3","Cellulosimicrobium_BM1","1inc"
"87","Methylobacterium_RPE3","Microbacterium_BM4","0"
"88","Methylobacterium_RPE3","Streptomyces_RCH20P","5"
"89","Methylobacterium_RPE3","Dyadobacter_BM9","0"
"90","Methylobacterium_RPE3","Chryseobacterium_SCH11","3spread"
"91","Sphingobium_Z2","Pseudomonas_putida_KT2442","4"
"92","Sphingobium_Z2","Luteibacter_BM7","0"
"93","Sphingobium_Z2","Variovax_RPC5","0"
"94","Sphingobium_Z2","Burkholderia_RCH25","4"
"95","Sphingobium_Z2","Ensifer_sp","2spread, 1 (LD)"
"96","Sphingobium_Z2","Methylobacterium_RPE3","0"
"97","Sphingobium_Z2","Sphingobium_Z2","0"
"98","Sphingobium_Z2","Exiguobacterium_RDH25","0"
"99","Sphingobium_Z2","Bacillus_SCH24","17spread"
"100","Sphingobium_Z2","Paenibacillus_E12","1, 1spread"
"101","Sphingobium_Z2","Cellulosimicrobium_BM1","0"
"102","Sphingobium_Z2","Microbacterium_BM4","0"
"103","Sphingobium_Z2","Streptomyces_RCH20P","4 (LD), 1spread"
"104","Sphingobium_Z2","Dyadobacter_BM9","0"
"105","Sphingobium_Z2","Chryseobacterium_SCH11","1inc"
"106","Exiguobacterium_RDH25","Pseudomonas_putida_KT2442","2 (LD)"
"107","Exiguobacterium_RDH25","Luteibacter_BM7","0"
"108","Exiguobacterium_RDH25","Variovax_RPC5","0"
"109","Exiguobacterium_RDH25","Burkholderia_RCH25","1, 2Y"
"110","Exiguobacterium_RDH25","Ensifer_sp","0"
"111","Exiguobacterium_RDH25","Methylobacterium_RPE3","0"
"112","Exiguobacterium_RDH25","Sphingobium_Z2","0"
"113","Exiguobacterium_RDH25","Exiguobacterium_RDH25","1 (LD)"
"114","Exiguobacterium_RDH25","Bacillus_SCH24","2,1spread"
"115","Exiguobacterium_RDH25","Paenibacillus_E12","0"
"116","Exiguobacterium_RDH25","Cellulosimicrobium_BM1","0"
"117","Exiguobacterium_RDH25","Microbacterium_BM4","0"
"118","Exiguobacterium_RDH25","Streptomyces_RCH20P","2"
"119","Exiguobacterium_RDH25","Dyadobacter_BM9","0"
"120","Exiguobacterium_RDH25","Chryseobacterium_SCH11","1 (LD)"
"121","Bacillus_SCH24","Pseudomonas_putida_KT2442","1spread"
"122","Bacillus_SCH24","Luteibacter_BM7","0"
"123","Bacillus_SCH24","Variovax_RPC5","0"
"124","Bacillus_SCH24","Burkholderia_RCH25","2"
"125","Bacillus_SCH24","Ensifer_sp","2 (LD)"
"126","Bacillus_SCH24","Methylobacterium_RPE3","PG"
"127","Bacillus_SCH24","Sphingobium_Z2","0"
"128","Bacillus_SCH24","Exiguobacterium_RDH25","2inc"
"129","Bacillus_SCH24","Bacillus_SCH24","2spread"
"130","Bacillus_SCH24","Paenibacillus_E12","1"
"131","Bacillus_SCH24","Cellulosimicrobium_BM1","0"
"132","Bacillus_SCH24","Microbacterium_BM4","PG"
"133","Bacillus_SCH24","Streptomyces_RCH20P","8"
"134","Bacillus_SCH24","Dyadobacter_BM9","1 (LD)"
"135","Bacillus_SCH24","Chryseobacterium_SCH11","1"
"136","Paenibacillus_E12","Pseudomonas_putida_KT2442","1spread"
"137","Paenibacillus_E12","Luteibacter_BM7","0"
"138","Paenibacillus_E12","Variovax_RPC5","1spread"
"139","Paenibacillus_E12","Burkholderia_RCH25","1"
"140","Paenibacillus_E12","Ensifer_sp","0"
"141","Paenibacillus_E12","Methylobacterium_RPE3","0"
"142","Paenibacillus_E12","Sphingobium_Z2","0"
"143","Paenibacillus_E12","Exiguobacterium_RDH25","0"
"144","Paenibacillus_E12","Bacillus_SCH24","1, 1spread"
"145","Paenibacillus_E12","Paenibacillus_E12","0"
"146","Paenibacillus_E12","Cellulosimicrobium_BM1","0"
"147","Paenibacillus_E12","Microbacterium_BM4","0"
"148","Paenibacillus_E12","Streptomyces_RCH20P","5"
"149","Paenibacillus_E12","Dyadobacter_BM9","0"
"150","Paenibacillus_E12","Chryseobacterium_SCH11","1"
"151","Cellulosimicrobium_BM1","Pseudomonas_putida_KT2442","1inc"
"152","Cellulosimicrobium_BM1","Luteibacter_BM7","0"
"153","Cellulosimicrobium_BM1","Variovax_RPC5","0"
"154","Cellulosimicrobium_BM1","Burkholderia_RCH25","4"
"155","Cellulosimicrobium_BM1","Ensifer_sp","2spread"
"156","Cellulosimicrobium_BM1","Methylobacterium_RPE3","0"
"157","Cellulosimicrobium_BM1","Sphingobium_Z2","0"
"158","Cellulosimicrobium_BM1","Exiguobacterium_RDH25","1spread"
"159","Cellulosimicrobium_BM1","Bacillus_SCH24","3 (LD), 1spread"
"160","Cellulosimicrobium_BM1","Paenibacillus_E12","1spread, 2"
"161","Cellulosimicrobium_BM1","Cellulosimicrobium_BM1","1 (LD)"
"162","Cellulosimicrobium_BM1","Microbacterium_BM4","1 (LD)"
"163","Cellulosimicrobium_BM1","Streptomyces_RCH20P","2"
"164","Cellulosimicrobium_BM1","Dyadobacter_BM9","0"
"165","Cellulosimicrobium_BM1","Chryseobacterium_SCH11","1"
"166","Microbacterium_BM4","Pseudomonas_putida_KT2442","3spread, 7"
"167","Microbacterium_BM4","Luteibacter_BM7","0"
"168","Microbacterium_BM4","Variovax_RPC5","1spread"
"169","Microbacterium_BM4","Burkholderia_RCH25","9"
"170","Microbacterium_BM4","Ensifer_sp","3spread"
"171","Microbacterium_BM4","Methylobacterium_RPE3","0"
"172","Microbacterium_BM4","Sphingobium_Z2","0"
"173","Microbacterium_BM4","Exiguobacterium_RDH25","1spread"
"174","Microbacterium_BM4","Bacillus_SCH24","2spread, 6"
"175","Microbacterium_BM4","Paenibacillus_E12","1spread, 4"
"176","Microbacterium_BM4","Cellulosimicrobium_BM1","0"
"177","Microbacterium_BM4","Microbacterium_BM4","0"
"178","Microbacterium_BM4","Streptomyces_RCH20P","10"
"179","Microbacterium_BM4","Dyadobacter_BM9","1 (LD)"
"180","Microbacterium_BM4","Chryseobacterium_SCH11","1 (LD)"
"181","Streptomyces_RCH20P","Pseudomonas_putida_KT2442","1 (LD)"
"182","Streptomyces_RCH20P","Luteibacter_BM7","1inc"
"183","Streptomyces_RCH20P","Variovax_RPC5","1, PG"
"184","Streptomyces_RCH20P","Burkholderia_RCH25","5"
"185","Streptomyces_RCH20P","Ensifer_sp","1spread, 1 (LD)"
"186","Streptomyces_RCH20P","Methylobacterium_RPE3","0"
"187","Streptomyces_RCH20P","Sphingobium_Z2","0"
"188","Streptomyces_RCH20P","Exiguobacterium_RDH25","0"
"189","Streptomyces_RCH20P","Bacillus_SCH24","2, 1spread"
"190","Streptomyces_RCH20P","Paenibacillus_E12","0"
"191","Streptomyces_RCH20P","Cellulosimicrobium_BM1","0"
"192","Streptomyces_RCH20P","Microbacterium_BM4","1inc"
"193","Streptomyces_RCH20P","Streptomyces_RCH20P","0"
"194","Streptomyces_RCH20P","Dyadobacter_BM9","0"
"195","Streptomyces_RCH20P","Chryseobacterium_SCH11","1 (LD)"
"196","Dyadobacter_BM9","Pseudomonas_putida_KT2442","2spread"
"197","Dyadobacter_BM9","Luteibacter_BM7","0"
"198","Dyadobacter_BM9","Variovax_RPC5","1spread"
"199","Dyadobacter_BM9","Burkholderia_RCH25","6"
"200","Dyadobacter_BM9","Ensifer_sp","2spread"
"201","Dyadobacter_BM9","Methylobacterium_RPE3","0"
"202","Dyadobacter_BM9","Sphingobium_Z2","3inc"
"203","Dyadobacter_BM9","Exiguobacterium_RDH25","0"
"204","Dyadobacter_BM9","Bacillus_SCH24","3spread"
"205","Dyadobacter_BM9","Paenibacillus_E12","1"
"206","Dyadobacter_BM9","Cellulosimicrobium_BM1","0"
"207","Dyadobacter_BM9","Microbacterium_BM4","0"
"208","Dyadobacter_BM9","Streptomyces_RCH20P","9, 2spread"
"209","Dyadobacter_BM9","Dyadobacter_BM9","0"
"210","Dyadobacter_BM9","Chryseobacterium_SCH11","1spread"
"211","Chryseobacterium_SCH11","Pseudomonas_putida_KT2442","2"
"212","Chryseobacterium_SCH11","Luteibacter_BM7","0"
"213","Chryseobacterium_SCH11","Variovax_RPC5","0"
"214","Chryseobacterium_SCH11","Burkholderia_RCH25","1"
"215","Chryseobacterium_SCH11","Ensifer_sp","0"
"216","Chryseobacterium_SCH11","Methylobacterium_RPE3","0"
"217","Chryseobacterium_SCH11","Sphingobium_Z2","0"
"218","Chryseobacterium_SCH11","Exiguobacterium_RDH25","0"
"219","Chryseobacterium_SCH11","Bacillus_SCH24","1, 1spread"
"220","Chryseobacterium_SCH11","Paenibacillus_E12","1"
"221","Chryseobacterium_SCH11","Cellulosimicrobium_BM1","0"
"222","Chryseobacterium_SCH11","Microbacterium_BM4","0"
"223","Chryseobacterium_SCH11","Streptomyces_RCH20P","1 (LD)"
"224","Chryseobacterium_SCH11","Dyadobacter_BM9","0"
"225","Chryseobacterium_SCH11","Chryseobacterium_SCH11","0"
