Strain_ID,Pseudomonas_putida_KT2442,Pseudomonas_E05,Luteibacter_E22,Lysobacter_E23,Stenotrophomonas_R24,Dyella_R26,Enterobacter_R25,Variovorax_R27,Acidovorax_R28,Massilia_S14,Massilia_R31,Ralstonia_R29,Burkholderia_R30,Ensifer_E15,Ensifer_R19,Agrobacterium_E04,Methylobacterium_R20,Sphingobium_R21,Exiguobacterium_R17,Bacillus_S18,Paenibacillus_E12,Nocardioides_E09,Cellulosimicrobium_E16,Micrococcus_S10,Microbacterium_E13,Arthrobacter_R11,Streptomyces_R07,Streptomyces_E08,Hymenobacter_R03,Dyadobacter_E01,Chryseobacterium_S02,Pedobacter_R06
Massilia_R31,0,0,0,0,-2,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0
Ralstonia_R29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0
Burkholderia_R30,-2,-2,0,-1,-1,0,0,0,-2,-2,0,-1,-2,-2,-2,-1,0,0,0,-1,0,-1,-1,0,0,-2,-1,0,-1,0,0,0
Ensifer_E15,-1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,1,-3,-1,0,-1,-1,1,-1,-1,-1,1,0,0,0
Ensifer_R19,1,0,1,0,-2,1,-1,0,0,5,10,-1,-2,-2,0,-1,1,1,1,-7,3,-1,5,1,0,0,4,-1,0,0,0,0
Agrobacterium_E04,-2,-2,0,-1,0,0,-2,0,0,0,0,0,-1,-2,-2,-2,0,0,0,-2,-1,-1,0,0,0,-1,-3,0,-2,0,0,0
Methylobacterium_R20,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-4,0,0,0,0,0,-1,-2,-1,-1,0,0,0
Sphingobium_R21,0,0,0,0,0,0,0,1,0,1,1,-1,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,-1,-1,2,-1,0,0,0
Exiguobacterium_R17,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-3,0,0,0,0,0,-5,-1,0,0,0,1,0
Bacillus_S18,0,2,-1,0,-1,0,0,0,2,-1,0,-1,-1,0,-2,0,0,1,1,0,0,0,0,0,0,-3,-4,-1,0,0,0,0
Paenibacillus_E12,5,6,5,4,5,7,5,4,7,8,5,-1,-1,3,3,6,7,6,4,5,3,5,0,10,6,-2,-3,3,4,-4,7,4
Nocardioides_E09,2,0,1,1,0,1,0,0,1,0,0,-1,-1,1,1,1,0,1,0,-9,-1,0,1,1,1,-4,-5,-1,-2,0,-2,0
Cellulosimicrobium_E16,0,1,1,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-2,-1,-1,0,0,0,-4,-3,-3,0,0,0,0
Micrococcus_S10,0,-4,0,1,-4,0,-3,0,-4,0,-3,-2,-1,0,0,-2,0,0,0,-6,-1,-1,0,-3,0,-5,-5,-1,0,0,0,0
Microbacterium_E13,-1,0,0,0,0,0,0,-1,0,1,1,-5,-3,-1,0,0,0,0,0,-2,-1,-4,0,0,0,-4,-5,-1,0,0,0,-1
Arthrobacter_R11,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,-4,-1,-2,0,0,0,0,-3,-1,1,0,0,0
Streptomyces_R07,0,-3,4,0,0,1,4,0,2,4,2,-10,-10,1,1,1,0,0,0,-7,2,0,3,-3,0,-3,-4,-3,0,0,-1,-1
Streptomyces_E08,0,-1,0,-3,-2,0,0,1,0,1,-3,-5,-8,0,0,0,0,0,-4,-5,1,0,0,-1,0,-2,-2,0,0,0,0,-2
Hymenobacter_R03,-2,-2,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-1,0,0,0,-3,-1,-1,-1,0,0,-1,-10,-3,0,2,-1,0
Dyadobacter_E01,0,0,0,0,-2,-1,1,0,1,-1,1,1,-1,1,0,0,1,0,-1,0,1,0,0,0,0,-2,-4,1,0,0,0,0
Chryseobacterium_S02,0,-1,0,-1,-1,0,0,0,-1,0,1,0,-1,-1,-1,0,0,0,-1,-2,0,0,0,0,-1,-2,-1,-1,0,0,-1,0
Pedobacter_R06,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,-2,-2,0,0,-1,-1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
